GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOM001,AOM002,AOM003,AOM004,AOM005,AOM006,AOM007,AOM008,AOF001
"G2100330","1880","Kentucky","210","Caldwell","0330","Caldwell",1,15,107,225,349,621,26,4,499988
"G2100350","1880","Kentucky","210","Calloway","0350","Calloway",2,14,93,380,665,809,10,3,499622
"G2100370","1880","Kentucky","210","Campbell","0370","Campbell",2,69,184,636,432,235,5,0,832128
"G2100410","1880","Kentucky","210","Carroll","0410","Carroll",2,50,100,220,224,304,4,1,573733
"G2100430","1880","Kentucky","210","Carter","0430","Carter",3,71,129,230,344,513,25,11,264611
"G2100450","1880","Kentucky","210","Casey","0450","Casey",0,30,80,199,330,696,41,15,304570
"G2100470","1880","Kentucky","210","Christian","0470","Christian",2,65,132,349,533,1378,85,7,1526686
"G2100490","1880","Kentucky","210","Clark","0490","Clark",0,61,79,229,251,523,49,22,575318
"G2100510","1880","Kentucky","210","Clay","0510","Clay",1,95,186,192,269,584,64,23,225488
"G2100530","1880","Kentucky","210","Clinton","0530","Clinton",2,55,97,151,248,384,20,3,171487
"G2100550","1880","Kentucky","210","Crittenden","0550","Crittenden",1,24,158,300,374,738,28,5,481524
"G2100570","1880","Kentucky","210","Cumberland","0570","Cumberland",0,7,29,104,127,393,28,1,214802
"G2100590","1880","Kentucky","210","Daviess","0590","Daviess",12,60,199,531,747,989,30,4,1345622
"G2100610","1880","Kentucky","210","Edmonson","0610","Edmonson",9,54,92,204,317,457,18,3,197723
"G2100630","1880","Kentucky","210","Elliott","0630","Elliott",3,71,111,165,254,490,23,2,214316
"G2100650","1880","Kentucky","210","Estill","0650","Estill",1,12,93,236,359,467,22,9,203750
"G2100670","1880","Kentucky","210","Fayette","0670","Fayette",20,31,58,142,175,553,76,16,1227128
"G2100690","1880","Kentucky","210","Fleming","0690","Fleming",2,40,80,264,420,716,20,7,821892
"G2100710","1880","Kentucky","210","Floyd","0710","Floyd",4,113,191,218,262,617,81,43,249711
"G2100730","1880","Kentucky","210","Franklin","0730","Franklin",0,53,155,371,323,383,11,0,605177
"G2100750","1880","Kentucky","210","Fulton","0750","Fulton",1,15,41,134,205,303,1,4,399128
"G2100770","1880","Kentucky","210","Gallatin","0770","Gallatin",0,30,50,144,133,207,5,0,386312
"G2100790","1880","Kentucky","210","Garrard","0790","Garrard",0,47,71,227,286,439,27,2,474184
"G2100810","1880","Kentucky","210","Grant","0810","Grant",3,125,225,501,507,585,28,2,845177
"G2100830","1880","Kentucky","210","Graves","0830","Graves",13,94,377,914,1041,1066,32,6,1244000
"G2100850","1880","Kentucky","210","Grayson","0850","Grayson",5,75,199,372,677,1074,30,9,471858
"G2100870","1880","Kentucky","210","Green","0870","Green",0,25,93,338,419,570,19,3,426117
"G2100890","1880","Kentucky","210","Greenup","0890","Greenup",0,56,90,209,225,348,22,10,323824
"G2100910","1880","Kentucky","210","Hancock","0910","Hancock",7,49,108,203,278,328,5,2,325636
"G2100930","1880","Kentucky","210","Hardin","0930","Hardin",3,76,154,478,690,1303,47,5,1046511
"G2100950","1880","Kentucky","210","Harlan","0950","Harlan",3,89,115,38,106,372,72,52,141536
"G2100970","1880","Kentucky","210","Harrison","0970","Harrison",1,91,163,444,481,599,20,5,1117907
"G2100990","1880","Kentucky","210","Hart","0990","Hart",5,50,177,432,639,835,16,1,651911
"G2101010","1880","Kentucky","210","Henderson","1010","Henderson",5,68,205,437,459,755,47,7,1119482
"G2101030","1880","Kentucky","210","Henry","1030","Henry",0,61,89,246,388,666,21,2,924470
"G2101050","1880","Kentucky","210","Hickman","1050","Hickman",3,58,207,377,337,399,10,6,527387
"G2101070","1880","Kentucky","210","Hopkins","1070","Hopkins",1,72,281,502,627,936,34,11,739685
"G2101090","1880","Kentucky","210","Jackson","1090","Jackson",0,56,79,134,278,461,21,7,178579
"G2101110","1880","Kentucky","210","Jefferson","1110","Jefferson",11,111,237,497,452,765,35,11,1636822
"G2101130","1880","Kentucky","210","Jessamine","1130","Jessamine",1,55,69,173,174,389,33,2,571579
"G2101150","1880","Kentucky","210","Johnson","1150","Johnson",1,130,149,166,254,514,33,13,230285
"G2101170","1880","Kentucky","210","Kenton","1170","Kenton",2,108,188,338,310,348,4,1,800149
"G2101210","1880","Kentucky","210","Knox","1210","Knox",1,113,188,204,254,571,47,16,223083
"G2101230","1880","Kentucky","210","Larue","1230","Larue",5,37,80,253,428,619,8,2,447670
"G2101250","1880","Kentucky","210","Laurel","1250","Laurel",0,6,34,103,336,725,33,9,198894
"G2101270","1880","Kentucky","210","Lawrence","1270","Lawrence",2,124,172,250,363,730,57,15,341694
"G2101290","1880","Kentucky","210","Lee","1290","Lee",0,45,50,77,129,239,20,14,96087
"G2101310","1880","Kentucky","210","Leslie","1310","Leslie",0,8,9,21,83,306,57,22,65154
"G2101330","1880","Kentucky","210","Letcher","1330","Letcher",0,14,43,107,195,583,60,20,148236
"G2101350","1880","Kentucky","210","Lewis","1350","Lewis",1,61,122,357,420,649,29,12,678865
"G2101370","1880","Kentucky","210","Lincoln","1370","Lincoln",1,67,95,198,264,589,63,7,433045
"G2101390","1880","Kentucky","210","Livingston","1390","Livingston",2,32,151,222,197,570,24,12,446948
"G2101410","1880","Kentucky","210","Logan","1410","Logan",3,65,136,477,654,1141,38,7,1199480
"G2101430","1880","Kentucky","210","Lyon","1430","Lyon",1,35,108,212,182,285,11,9,258182
"G2101450","1880","Kentucky","210","McCracken","1450","Mccracken",0,35,114,295,323,341,8,2,464535
"G2101490","1880","Kentucky","210","McLean","1490","Mclean",7,77,136,291,286,408,18,2,509604
"G2101510","1880","Kentucky","210","Madison","1510","Madison",0,167,179,394,411,799,76,22,754107
"G2101530","1880","Kentucky","210","Magoffin","1530","Magoffin",1,32,47,69,180,550,57,27,164683
"G2101550","1880","Kentucky","210","Marion","1550","Marion",0,66,119,241,247,723,42,5,522603
"G2101570","1880","Kentucky","210","Marshall","1570","Marshall",2,9,63,253,507,593,15,1,354181
"G2101590","1880","Kentucky","210","Martin","1590","Martin",0,35,35,27,73,219,23,15,71625
"G2101610","1880","Kentucky","210","Mason","1610","Mason",0,68,120,229,296,533,26,2,1563372
"G2101630","1880","Kentucky","210","Meade","1630","Meade",1,13,50,162,256,714,27,5,526491
"G2101650","1880","Kentucky","210","Menifee","1650","Menifee",0,6,4,45,140,205,11,12,92640
"G2101670","1880","Kentucky","210","Mercer","1670","Mercer",14,58,155,352,379,433,13,2,692982
"G2101690","1880","Kentucky","210","Metcalfe","1690","Metcalfe",7,61,114,249,346,602,17,4,237258
"G2101710","1880","Kentucky","210","Monroe","1710","Monroe",21,114,212,360,428,615,21,4,308124
"G2101730","1880","Kentucky","210","Montgomery","1730","Montgomery",5,89,85,179,244,365,40,6,492858
"G2101750","1880","Kentucky","210","Morgan","1750","Morgan",5,148,118,85,295,731,43,15,253731
"G2101770","1880","Kentucky","210","Muhlenberg","1770","Muhlenberg",0,28,121,378,556,803,22,5,577678
"G2101790","1880","Kentucky","210","Nelson","1790","Nelson",0,58,73,206,273,749,73,21,718901
"G2101810","1880","Kentucky","210","Nicholas","1810","Nicholas",1,59,135,376,369,380,8,1,587885
"G2101830","1880","Kentucky","210","Ohio","1830","Ohio",1,63,161,386,766,1289,34,5,790766
"G2101850","1880","Kentucky","210","Oldham","1850","Oldham",0,48,65,152,170,372,28,4,455336
"G2101870","1880","Kentucky","210","Owen","1870","Owen",2,129,329,693,613,682,16,3,1244579
"G2101890","1880","Kentucky","210","Owsley","1890","Owsley",0,22,33,77,132,320,39,9,122803
"G2101910","1880","Kentucky","210","Pendleton","1910","Pendleton",2,169,313,685,604,507,12,1,1071557
"G2101930","1880","Kentucky","210","Perry","1930","Perry",0,31,23,52,116,477,78,39,111930
"G2101950","1880","Kentucky","210","Pike","1950","Pike",4,141,154,201,288,995,143,74,368065
"G2101970","1880","Kentucky","210","Powell","1970","Powell",0,18,44,83,97,178,12,9,107992
"G2101990","1880","Kentucky","210","Pulaski","1990","Pulaski",1,86,169,412,785,1270,44,10,524208
"G2102010","1880","Kentucky","210","Robertson","2010","Robertson",0,63,102,242,248,211,3,0,384908
"G2102030","1880","Kentucky","210","Rockcastle","2030","Rockcastle",0,127,153,172,265,531,32,14,224222
"G2102050","1880","Kentucky","210","Rowan","2050","Rowan",0,11,27,67,133,275,20,6,100267
"G2102070","1880","Kentucky","210","Russell","2070","Russell",2,48,117,241,270,508,24,8,187317
"G2102090","1880","Kentucky","210","Scott","2090","Scott",0,60,101,252,314,559,38,13,884671
"G2102110","1880","Kentucky","210","Shelby","2110","Shelby",3,54,86,210,299,913,54,6,1308988
"G2102130","1880","Kentucky","210","Simpson","2130","Simpson",2,24,71,233,392,523,15,0,488255
"G2102150","1880","Kentucky","210","Spencer","2150","Spencer",2,33,31,111,184,417,29,3,379597
"G2102170","1880","Kentucky","210","Taylor","2170","Taylor",2,28,79,219,379,554,10,1,287218
"G2102190","1880","Kentucky","210","Todd","2190","Todd",2,43,75,190,339,769,44,9,985002
"G2102210","1880","Kentucky","210","Trigg","2210","Trigg",3,41,178,313,347,750,36,13,790700
"G2102230","1880","Kentucky","210","Trimble","2230","Trimble",0,70,110,238,275,349,10,0,376190
"G2102250","1880","Kentucky","210","Union","2250","Union",3,48,149,440,404,611,31,10,1043140
"G2102270","1880","Kentucky","210","Warren","2270","Warren",12,88,247,550,625,1014,50,8,937895
"G2102290","1880","Kentucky","210","Washington","2290","Washington",3,105,132,357,455,688,24,6,679480
"G2102310","1880","Kentucky","210","Wayne","2310","Wayne",0,61,112,279,318,665,68,11,350542
"G2102330","1880","Kentucky","210","Webster","2330","Webster",1,17,105,280,541,735,32,6,610265
"G2102350","1880","Kentucky","210","Whitley","2350","Whitley",0,15,61,87,348,822,61,14,258945
"G2102370","1880","Kentucky","210","Wolfe","2370","Wolfe",0,20,43,97,197,457,38,17,198861
"G2102390","1880","Kentucky","210","Woodford","2390","Woodford",0,20,29,81,124,373,30,4,853017
"G2200050","1880","Louisiana","220","Ascension","0050","Ascension",0,6,32,113,91,28,15,19,1493240
"G2200070","1880","Louisiana","220","Assumption","0070","Assumption",0,9,40,128,95,91,23,18,1013733
"G2200090","1880","Louisiana","220","Avoyelles","0090","Avoyelles",4,70,343,581,274,270,31,23,1016122
"G2200130","1880","Louisiana","220","Bienville","0130","Bienville",0,1,20,87,265,612,60,20,437046
"G2200150","1880","Louisiana","220","Bossier","0150","Bossier",0,2,26,145,173,331,69,53,1409147
"G2200170","1880","Louisiana","220","Caddo","0170","Caddo",5,33,185,525,325,407,60,41,1096276
"G2200190","1880","Louisiana","220","Calcasieu","0190","Calcasieu",1,93,150,119,74,299,13,7,138387
"G2200210","1880","Louisiana","220","Caldwell","0210","Caldwell",0,14,58,115,72,229,25,8,320374
"G2200230","1880","Louisiana","220","Cameron","0230","Cameron",1,27,47,96,61,137,12,4,60601
"G2200250","1880","Louisiana","220","Catahoula","0250","Catahoula",24,41,196,179,152,372,52,21,427296
"G2200270","1880","Louisiana","220","Claiborne","0270","Claiborne",0,13,51,337,406,1031,136,34,1246301
"G2200290","1880","Louisiana","220","Concordia","0290","Concordia",2,164,428,676,88,68,30,43,1262772
"G2200310","1880","Louisiana","220","De Soto","0310","De Soto",2,1,24,197,229,426,92,57,684481
"G2200330","1880","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",0,65,169,109,114,286,44,23,673362
"G2200350","1880","Louisiana","220","East Carroll","0350","East Carroll",0,11,176,405,52,34,20,35,1268136
"G2200370","1880","Louisiana","220","East Feliciana","0370","East Feliciana",0,65,283,586,143,296,65,23,592546
"G2200410","1880","Louisiana","220","Franklin","0410","Franklin",0,9,89,161,110,200,27,21,382180
"G2200430","1880","Louisiana","220","Grant","0430","Grant",0,6,131,146,82,135,13,8,260739
"G2200450","1880","Louisiana","220","Iberia","0450","Iberia",0,22,311,571,256,147,29,18,853695
"G2200470","1880","Louisiana","220","Iberville","0470","Iberville",0,14,16,40,33,85,23,45,1482972
"G2200490","1880","Louisiana","220","Jackson","0490","Jackson",0,1,25,101,143,381,49,11,222045
"G2200510","1880","Louisiana","220","Jefferson","0510","Jefferson",0,3,7,27,17,44,9,13,754946
"G2200550","1880","Louisiana","220","Lafayette","0550","Lafayette",1,18,141,277,279,423,26,8,314446
"G2200570","1880","Louisiana","220","Lafourche","0570","Lafourche",0,25,42,285,217,160,30,34,1302332
"G2200610","1880","Louisiana","220","Lincoln","0610","Lincoln",0,0,8,78,164,592,101,26,593239
"G2200630","1880","Louisiana","220","Livingston","0630","Livingston",0,39,50,76,100,254,31,11,121877
"G2200650","1880","Louisiana","220","Madison","0650","Madison",1,6,69,67,12,57,33,46,853635
"G2200670","1880","Louisiana","220","Morehouse","0670","Morehouse",0,13,65,165,130,318,68,35,1211065
"G2200690","1880","Louisiana","220","Natchitoches","0690","Natchitoches",0,41,117,316,264,480,61,34,602671
"G2200710","1880","Louisiana","220","Orleans","0710","Orleans",13,67,10,9,6,15,1,5,230625
"G2200730","1880","Louisiana","220","Ouachita","0730","Ouachita",1,36,195,324,210,279,39,20,843379
"G2200750","1880","Louisiana","220","Plaquemines","0750","Plaquemines",11,12,11,51,81,92,17,18,1236258
"G2200770","1880","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",0,37,162,277,145,198,37,39,1304340
"G2200790","1880","Louisiana","220","Rapides","0790","Rapides",9,64,280,507,304,365,50,48,1374024
"G2200810","1880","Louisiana","220","Red River","0810","Red River",0,18,185,218,112,197,29,19,527530
"G2200830","1880","Louisiana","220","Richland","0830","Richland",1,14,88,159,94,243,35,18,545654
"G2200850","1880","Louisiana","220","Sabine","0850","Sabine",0,3,35,67,104,270,24,7,173302
"G2200870","1880","Louisiana","220","St Bernard","0870","St Bernard",0,16,20,31,22,34,5,11,443005
"G2200890","1880","Louisiana","220","St Charles","0890","St Charles",0,6,17,26,27,24,6,24,885023
"G2200910","1880","Louisiana","220","St Helena","0910","St Helena",0,14,58,164,182,488,46,9,278782
"G2200930","1880","Louisiana","220","St James","0930","St James",0,32,109,114,57,66,15,35,1570291
"G2200950","1880","Louisiana","220","St John The Baptist","0950","St John The Baptist",1,9,13,37,35,24,6,12,887389
"G2200970","1880","Louisiana","220","St Landry","0970","St Landry",2,129,725,1097,790,844,64,28,1347040
"G2200990","1880","Louisiana","220","St Martin","0990","St Martin",5,7,52,161,139,136,25,16,377867
"G2201010","1880","Louisiana","220","St Mary","1010","St Mary",0,59,25,54,102,172,52,46,1528155
"G2201030","1880","Louisiana","220","St Tammany","1030","St Tammany",0,54,19,36,84,110,25,4,33028
"G2201050","1880","Louisiana","220","Tangipahoa","1050","Tangipahoa",1,30,73,155,125,358,56,12,222629
"G2201070","1880","Louisiana","220","Tensas","1070","Tensas",10,52,187,756,139,111,58,53,1620638
"G2201090","1880","Louisiana","220","Terrebonne","1090","Terrebonne",0,32,49,135,110,166,20,47,1867473
"G2201110","1880","Louisiana","220","Union","1110","Union",0,4,33,172,347,929,65,15,687075
"G2201130","1880","Louisiana","220","Vermillion","1130","Vermillion",4,69,146,187,206,371,32,9,136559
"G2201150","1880","Louisiana","220","Vernon","1150","Vernon",0,32,160,348,116,76,0,0,150969
"G2201170","1880","Louisiana","220","Washington","1170","Washington",0,26,74,102,88,334,52,19,182029
"G2201190","1880","Louisiana","220","Webster","1190","Webster",0,1,34,146,158,353,62,13,561387
"G2201210","1880","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",0,54,154,102,34,47,16,13,815798
"G2201230","1880","Louisiana","220","West Carroll","1230","West Carroll",1,13,41,57,39,106,8,4,172993
"G2201250","1880","Louisiana","220","West Feliciana","1250","West Feliciana",0,115,341,253,89,137,48,31,543815
"G2201270","1880","Louisiana","220","Winn","1270","Winn",0,31,113,173,135,293,19,5,240803
"G2300010","1880","Maine","230","Androscoggin","0010","Androscoggin",0,108,192,551,1153,973,3,1,1207634
"G2300030","1880","Maine","230","Aroostook","0030","Aroostook",3,41,59,571,1764,3308,45,11,1826348
"G2300050","1880","Maine","230","Cumberland","0050","Cumberland",6,267,436,1433,1911,1342,15,5,2027891
"G2300070","1880","Maine","230","Franklin","0070","Franklin",0,12,46,206,637,1587,35,6,1102953
"G2300090","1880","Maine","230","Hancock","0090","Hancock",1,216,297,1041,1430,1063,22,8,881488
"G2300110","1880","Maine","230","Kennebec","0110","Kennebec",3,163,253,1037,2051,1914,8,2,2301683
"G2300130","1880","Maine","230","Knox","0130","Knox",25,182,241,636,854,516,1,2,717386
"G2300150","1880","Maine","230","Lincoln","0150","Lincoln",6,191,238,772,1222,784,0,0,759560
"G2300170","1880","Maine","230","Oxford","0170","Oxford",6,94,114,511,1410,2472,58,24,1703566
"G2300190","1880","Maine","230","Penobscot","0190","Penobscot",36,186,354,1287,2611,2727,44,11,2349744
"G2300210","1880","Maine","230","Piscataquis","0210","Piscataquis",0,25,36,165,604,1247,26,11,706521
"G2300230","1880","Maine","230","Sagadahoc","0230","Sagadahoc",2,23,60,218,544,486,3,0,455024
"G2300250","1880","Maine","230","Somerset","0250","Somerset",0,85,120,427,1396,2573,44,19,1742920
"G2300270","1880","Maine","230","Waldo","0270","Waldo",3,136,177,832,1624,1491,12,2,1472028
"G2300290","1880","Maine","230","Washington","0290","Washington",2,122,165,638,909,1165,51,10,850045
"G2300310","1880","Maine","230","York","0310","York",2,188,344,1164,1905,1387,11,4,1840698
"G2400010","1880","Maryland","240","Allegany","0010","Allegany",0,15,17,64,144,499,45,4,360335
"G2400030","1880","Maryland","240","Anne Arundel","0030","Anne Arundel",1,49,98,213,274,907,51,5,1540095
"G2400050","1880","Maryland","240","Baltimore","0050","Baltimore",2,424,609,874,812,1298,49,12,3094712
"G2400090","1880","Maryland","240","Calvert","0090","Calvert",3,38,35,92,142,559,11,2,472768
"G2400110","1880","Maryland","240","Caroline","0110","Caroline",0,92,99,215,341,775,8,0,709903
"G2400130","1880","Maryland","240","Carroll","0130","Carroll",4,321,386,631,701,1148,6,1,1926398
"G2400150","1880","Maryland","240","Cecil","0150","Cecil",0,117,168,319,425,669,28,2,1571840
"G2400170","1880","Maryland","240","Charles","0170","Charles",1,58,84,218,196,774,68,9,783960
"G2400190","1880","Maryland","240","Dorchester","0190","Dorchester",4,134,165,338,419,926,36,2,800257
"G2400210","1880","Maryland","240","Frederick","0210","Frederick",1,399,359,626,612,1686,28,3,3133578
"G2400230","1880","Maryland","240","Garrett","0230","Garrett",0,4,27,90,302,753,34,11,450820
"G2400250","1880","Maryland","240","Harford","0250","Harford",125,169,231,406,556,967,18,2,1849556
"G2400270","1880","Maryland","240","Howard","0270","Howard",2,73,71,139,225,602,32,3,921788
"G2400290","1880","Maryland","240","Kent","0290","Kent",0,53,52,55,85,631,20,1,1349648
"G2400310","1880","Maryland","240","Montgomery","0310","Montgomery",0,59,91,181,342,1070,45,3,1788127
"G2400330","1880","Maryland","240","Prince Georges","0330","Prince Georges",6,107,114,219,275,885,78,5,1252617
"G2400350","1880","Maryland","240","Queen Anne's","0350","Queen Anne's",0,30,64,110,169,883,23,0,1327289
"G2400370","1880","Maryland","240","St Mary's","0370","St Mary's",1,24,48,134,243,721,38,3,712585
"G2400390","1880","Maryland","240","Somerset","0390","Somerset",0,260,183,229,225,510,29,1,523478
"G2400410","1880","Maryland","240","Talbot","0410","Talbot",0,34,63,129,184,635,19,0,1060620
"G2400430","1880","Maryland","240","Washington","0430","Washington",0,104,135,273,355,1132,11,3,2217052
"G2400450","1880","Maryland","240","Wicomico","0450","Wicomico",1,127,99,221,399,837,15,2,482460
"G2400470","1880","Maryland","240","Worcester","0470","Worcester",0,69,95,170,342,924,36,3,500595
"G2405100","1880","Maryland","240","Baltimore City","5100","Baltimore City",0,0,0,2,0,1,0,0,8800
"G2500010","1880","Massachusetts","250","Barnstable","0010","Barnstable",0,78,129,314,218,226,11,3,376944
"G2500030","1880","Massachusetts","250","Berkshire","0030","Berkshire",5,158,256,538,835,1882,70,7,2032314
"G2500050","1880","Massachusetts","250","Bristol","0050","Bristol",3,155,300,845,860,556,10,1,1554456
